filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfccs_mean1,mfccs_var1,mfccs_mean2,mfccs_var2,mfccs_mean3,mfccs_var3,mfccs_mean4,mfccs_var4,mfccs_mean5,mfccs_var5,mfccs_mean6,mfccs_var6,mfccs_mean7,mfccs_var7,mfccs_mean8,mfccs_var8,mfccs_mean9,mfccs_var9,mfccs_mean10,mfccs_var10,mfccs_mean11,mfccs_var11,mfccs_mean12,mfccs_var12,mfccs_mean13,mfccs_var13,mfccs_mean14,mfccs_var14,mfccs_mean15,mfccs_var15,mfccs_mean16,mfccs_var16,mfccs_mean17,mfccs_var17,mfccs_mean18,mfccs_var18,mfccs_mean19,mfccs_var19,mfccs_mean20,mfccs_var20
./adl-piano-wav/Classical/Classical/Pierre-Laurent Aimard/Gaspard de la nuit  I Ondine.wav,0.22956106066703796,0.08864131569862366,0.1011601984500885,0.01116180419921875,658.1251002020416,35281.72260579663,567.0193799838225,46082.424622038234,970.1777379980189,137297.3688034452,0.047901712709092686,0.0004168112606246635,-3.520589234540239e-05,0.018428349867463112,-2.7029140255763195e-05,0.0006094885757192969,117.45383522727273,-287.4701232910156,5886.30126953125,143.41314697265625,2885.225830078125,23.992921829223633,386.92144775390625,-11.523280143737793,175.97943115234375,-8.31776237487793,201.68011474609375,-10.68496322631836,148.40042114257812,-10.720784187316895,125.20662689208984,-7.730088710784912,107.64971160888672,-8.587985038757324,120.16590118408203,-9.370121955871582,143.68495178222656,-6.8675103187561035,109.22503662109375,-3.2946701049804688,90.676513671875,-1.798190712928772,92.5139389038086,-2.429419994354248,96.62603759765625,-3.474945068359375,95.15010070800781,-3.770604133605957,93.46137237548828,-2.500464916229248,84.64016723632812,-1.2884609699249268,81.36332702636719,-2.8728315830230713,89.63423156738281,-4.837684631347656,95.11833190917969
./adl-piano-wav/Classical/Classical/Pierre-Laurent Aimard/Debussy  Images Set 1  III Mouvement.wav,0.27594199776649475,0.09016544371843338,0.39679163694381714,0.03605209290981293,738.6239973507827,37875.30444592918,856.9501060036703,89557.17066253653,1207.2860665481494,148165.73174952957,0.040189774852924375,0.00020545128694362478,-0.0006851996877230704,0.1563653200864792,-0.0009042714373208582,0.00822814553976059,117.45383522727273,-133.03395080566406,8319.90234375,190.26504516601562,928.7559814453125,-6.634217262268066,426.7259521484375,4.415243148803711,198.84559631347656,1.0196442604064941,138.54429626464844,-7.5697431564331055,164.34307861328125,-10.75209903717041,91.53218078613281,-7.829741954803467,86.92682647705078,-12.885734558105469,72.1683578491211,-12.790352821350098,88.20056915283203,-11.488842010498047,65.97465515136719,-7.406598091125488,53.00435256958008,-7.797974586486816,52.83234786987305,-7.707709312438965,57.167877197265625,-7.037632942199707,58.85456466674805,-4.006956100463867,54.983680725097656,-2.3600528240203857,53.386207580566406,1.4120599031448364,47.388572692871094,2.477508783340454,68.46251678466797,3.665416955947876,116.7042007446289
./adl-piano-wav/Classical/Classical/Cesar Franck/Panis Angelicus.wav,0.207442045211792,0.08480251580476761,0.2566952705383301,0.01511418167501688,675.0581921482404,16102.179073316287,744.1596141267678,38031.57082646417,1108.4356530471405,76069.04766110473,0.03955644929395526,7.270447152560627e-05,-8.577708285884e-06,0.07679091393947601,2.4514822143828496e-05,0.001377820037305355,117.45383522727273,-232.54324340820312,6067.33740234375,157.41830444335938,1163.340576171875,-7.104628086090088,242.53262329101562,15.011442184448242,124.13768768310547,11.345736503601074,139.10232543945312,-10.629098892211914,84.03976440429688,-9.274188995361328,85.08000183105469,-6.471053600311279,49.56028747558594,-11.391596794128418,111.87344360351562,-13.827849388122559,62.708251953125,-11.586670875549316,89.72799682617188,-6.65941858291626,91.4020767211914,-2.749295473098755,88.95152282714844,0.2784259617328644,98.3577651977539,3.209739923477173,192.8367462158203,0.7702211141586304,166.70054626464844,-2.9661924839019775,177.02821350097656,-3.6736462116241455,146.81471252441406,-2.3872323036193848,185.9222412109375,-5.3646063804626465,101.8589859008789
./adl-piano-wav/Classical/Classical/Carl Nielsen/Canto Serioso.wav,0.28229427337646484,0.09347838163375854,0.34702280163764954,0.036144547164440155,683.2233005240175,61976.57835154286,887.8585424979805,125961.32087166513,1184.1106187636358,305097.7361240412,0.033563069494353184,0.0007755731690784392,-0.00012132305710110813,0.14119604229927063,-0.0007263224106281996,0.003895648755133152,103.359375,-174.5328826904297,12110.873046875,167.78480529785156,2154.3955078125,-4.628275394439697,374.5944519042969,16.71747589111328,172.10894775390625,7.313939094543457,220.72756958007812,0.9145171046257019,96.10557556152344,-2.340778112411499,80.50989532470703,-2.767195701599121,58.51798629760742,-11.8145112991333,77.44776916503906,-13.207161903381348,101.14317321777344,-9.563315391540527,62.15411376953125,-6.575907230377197,55.270111083984375,-6.847071647644043,60.66450119018555,-5.819818496704102,56.848567962646484,-7.113347053527832,74.73500061035156,-5.326202869415283,86.6976547241211,-4.570487976074219,86.26416778564453,-5.413036823272705,106.38557434082031,-3.9108924865722656,116.53486633300781,-1.9499881267547607,137.96063232421875
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Piano Sonata No 2 in B flat minor Op 35 IV  Finale (Presto).wav,0.2587219178676605,0.08579077571630478,0.12931936979293823,0.002131984569132328,598.1648648700669,33200.698706524316,586.7347278885194,43988.173794739785,985.0524953390717,170537.58891840972,0.038303057264078615,0.00039298758157578094,-4.944586180499755e-07,0.013441208750009537,-1.2369735486572608e-05,0.0012743986444547772,112.34714673913044,-259.3274230957031,2146.4296875,220.42710876464844,919.9053344726562,2.6052706241607666,260.4033203125,-7.239892959594727,70.77130889892578,8.690329551696777,63.317543029785156,-12.647745132446289,98.8056640625,-7.151505947113037,52.207740783691406,-2.2131848335266113,65.61785888671875,-11.786584854125977,47.541015625,-13.077513694763184,60.052154541015625,-7.826749801635742,47.17877960205078,-6.059702396392822,31.356016159057617,-7.870394706726074,40.87468719482422,-7.330288410186768,42.151458740234375,-3.87961483001709,55.84518051147461,-3.6185009479522705,34.89623260498047,-3.7265548706054688,46.0655403137207,-2.6617019176483154,33.38850402832031,-4.272446155548096,42.75040054321289,-4.660224914550781,84.849609375
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Mazurka No 12 in A flat Op 17 No 3.wav,0.20466819405555725,0.08297969400882721,0.1358274668455124,0.005782092921435833,575.6682642276141,6961.3704179165225,490.2563098607815,12612.330755028865,855.6569471716243,29068.265062016955,0.04199281610529313,5.0188999343754506e-05,-7.862202551223163e-07,0.021457644179463387,-1.8190678474638844e-06,0.0005891525652259588,123.046875,-294.1579284667969,4006.674072265625,173.9735107421875,1430.1744384765625,24.55240249633789,390.96429443359375,-3.836125135421753,76.55638885498047,-0.001132922014221549,79.4200210571289,-14.875454902648926,85.2237319946289,-17.293222427368164,76.41259765625,-13.71945858001709,66.99935913085938,-18.684123992919922,82.46664428710938,-22.979450225830078,119.11766052246094,-18.714040756225586,91.46153259277344,-10.560894012451172,87.11148071289062,-6.7111029624938965,102.46656799316406,-4.771008491516113,111.52899169921875,-1.0599287748336792,144.03343200683594,-0.24847988784313202,143.59161376953125,-1.6037577390670776,142.85662841796875,-3.2076687812805176,105.37837982177734,-6.227484703063965,96.28311157226562,-6.901786804199219,115.381103515625
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Kinderszenen_ Op15 Kuriose Geschichte.wav,0.2527361214160919,0.09152458608150482,0.13417311012744904,0.004140003118664026,592.6137535349237,8909.767677846046,531.1315283330558,18914.43434469107,872.6233649370909,36751.390834527694,0.04076628989361702,5.0489009246523297e-05,-6.260254963308398e-07,0.01741126924753189,3.918857328244485e-05,0.001604098011739552,135.99917763157896,-287.6888732910156,4687.37744140625,197.88380432128906,1533.993896484375,8.322925567626953,359.9836730957031,-3.0320613384246826,99.70972442626953,3.746777057647705,91.82206726074219,-19.745872497558594,67.80936431884766,-17.4863224029541,49.87907409667969,-12.876480102539062,46.831607818603516,-18.254215240478516,90.88277435302734,-17.94986343383789,80.0091323852539,-12.632083892822266,45.975746154785156,-9.357177734375,46.919952392578125,-9.19780158996582,57.11620330810547,-8.359968185424805,71.40103149414062,-4.456916809082031,119.59583282470703,-3.3658273220062256,107.19237518310547,-3.57092547416687,88.06205749511719,1.103371024131775,93.6180419921875,3.8233768939971924,93.1243896484375,-1.1362041234970093,109.91646575927734
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Piano Sonata No 32 in C sharp minor_ HobXVI36 Third movement Minuet Moderato.wav,0.21418368816375732,0.08814823627471924,0.2798914909362793,0.01954066753387451,710.3683016722824,29204.19100296562,732.1952960904836,68977.17037089643,1080.3443861601304,99721.0933405181,0.04312653855332671,0.00023675004279625136,-2.1959005607641302e-05,0.08670801669359207,-0.00043212156742811203,0.00356547930277884,135.99917763157896,-227.57447814941406,10443.6044921875,170.4514617919922,1929.1639404296875,-6.123976707458496,415.49468994140625,3.9496381282806396,192.91754150390625,-0.6502405405044556,137.97109985351562,-14.428061485290527,124.906982421875,-11.639975547790527,126.59923553466797,-7.532440185546875,124.26260375976562,-12.90534782409668,140.74075317382812,-13.065350532531738,194.34872436523438,-9.75916862487793,151.68374633789062,-6.259828090667725,136.53286743164062,-6.673353672027588,111.08039855957031,-8.048460960388184,109.33131408691406,-7.3891520500183105,110.4334945678711,-4.922624588012695,117.04080963134766,-2.897956609725952,249.65504455566406,1.8751825094223022,229.2937469482422,1.304412603378296,150.9689483642578,-3.0982353687286377,183.3480224609375
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Piano Sonata No 3 in B minor Op58 IV     Finale Presto non tanto.wav,0.26444193720817566,0.08613287657499313,0.2891024649143219,0.012144490145146847,673.4946928961328,18578.102618005527,711.6607422183854,26847.227243801088,1093.385564461322,53368.57439523331,0.04227207828595956,0.00019129742558939784,-2.7657117243506946e-05,0.07760868221521378,-0.00013622816186398268,0.004312777891755104,112.34714673913044,-167.0869140625,2808.413330078125,200.8157501220703,700.7019653320312,-5.830452919006348,233.52735900878906,-0.671740710735321,165.537353515625,7.586065769195557,121.481689453125,-11.224329948425293,122.45249938964844,-7.0566205978393555,92.63108825683594,-5.749273777008057,84.54414367675781,-12.688661575317383,85.87583923339844,-13.161863327026367,107.57852935791016,-9.631529808044434,94.2166519165039,-6.478447437286377,90.73009490966797,-5.762213706970215,90.4393539428711,-6.687514781951904,62.95707702636719,-5.627863883972168,76.2269287109375,-4.452322483062744,69.01156616210938,-3.5420491695404053,63.364967346191406,-1.7282278537750244,62.254844665527344,-1.9735530614852905,84.50831604003906,-3.1342737674713135,91.14099884033203
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Lyric Pieces_ Bk V Op 54 V      Scherzo.wav,0.2577727735042572,0.09118569642305374,0.16655024886131287,0.023688027635216713,639.1939738977972,59207.15744625231,643.3265210898347,131803.16804562625,1042.4062358561537,297874.3049414008,0.04222403189832333,0.0009538995180518326,-1.6166857676580548e-05,0.041780516505241394,-4.231794810038991e-05,0.002371818060055375,92.28515625,-249.89512634277344,8527.724609375,152.36314392089844,2959.625244140625,19.831329345703125,476.47222900390625,-3.3301422595977783,196.09619140625,-0.1196238100528717,126.57341766357422,-6.427009582519531,145.24774169921875,-9.22231674194336,120.46105194091797,-8.001532554626465,108.4764633178711,-12.811436653137207,92.67115783691406,-14.888635635375977,103.01022338867188,-10.151764869689941,99.42652130126953,-5.9084086418151855,84.38402557373047,-6.200215816497803,86.10456085205078,-7.234769821166992,69.96305084228516,-6.347254753112793,72.22832489013672,-3.438251495361328,65.66851806640625,-1.3049378395080566,55.92210388183594,-1.593841791152954,68.00558471679688,-2.8769607543945312,97.79872131347656,-2.275177478790283,104.82450866699219
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Lyric Pieces_ Bk III Op 43 I       Butterfly (Schmetterling).wav,0.22715157270431519,0.0951339602470398,0.18982119858264923,0.011842690408229828,631.9170022107623,39691.359599376156,577.222603006221,45713.64745860756,944.4466221360209,112655.60723687294,0.04361009905097964,0.0002857952706035439,-1.0408043635834474e-06,0.040337130427360535,-1.484386416450434e-06,0.0021176468580961227,135.99917763157896,-257.5484924316406,5857.08837890625,180.57833862304688,1888.1920166015625,10.633277893066406,752.5264892578125,-3.6500487327575684,143.31101989746094,-0.8819288015365601,127.46124267578125,-13.939614295959473,139.58953857421875,-12.407455444335938,108.12653350830078,-10.055615425109863,99.15608215332031,-12.702629089355469,90.49043273925781,-12.899410247802734,131.4609375,-10.551950454711914,115.12946319580078,-6.569448471069336,95.9544448852539,-4.393066883087158,120.51069641113281,-5.2292609214782715,114.43928527832031,-4.223973274230957,132.85470581054688,-2.459401845932007,109.0145034790039,-1.5597970485687256,106.11497497558594,-1.073150873184204,81.81204223632812,-2.6266345977783203,102.29206848144531,-3.372476816177368,136.29159545898438
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Piano Sonata No 3 in B minor Op58 III     Largo.wav,0.23813921213150024,0.08835625648498535,0.147042915225029,0.006188276689499617,559.0395513596278,12946.297919780473,536.7105975367093,13868.381022655669,890.5527048037299,34266.9291392494,0.037117710709238215,0.00012433900944669343,-4.4751052996616636e-07,0.02546098083257675,-1.194203105114866e-05,0.0004811652179341763,129.19921875,-260.7889709472656,2886.783203125,177.74343872070312,1215.025146484375,23.588891983032227,290.2942199707031,-4.308269023895264,62.63254928588867,6.729116439819336,74.43830108642578,-5.204334735870361,117.39720916748047,-9.558150291442871,80.44752502441406,-7.1800642013549805,75.86143493652344,-12.74340534210205,76.82173919677734,-16.622779846191406,98.2119369506836,-11.525091171264648,81.83879089355469,-5.495052814483643,81.11327362060547,-4.859184741973877,89.14217376708984,-6.465939521789551,80.05863189697266,-6.468585968017578,107.91217803955078,-5.815681457519531,116.45221710205078,-3.9636237621307373,113.79647064208984,-2.5509707927703857,95.32688903808594,-4.439534664154053,85.53459167480469,-4.403066635131836,114.34515380859375
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/9 Etudes-tableaux Op 33 No 6 in C sharp minor (originally No 9).wav,0.27113237977027893,0.0893009826540947,0.2557061016559601,0.01498929038643837,659.9701106391478,43674.990652012784,714.6717834135804,88184.73973572096,1118.9309064660313,220870.67015342144,0.040617198870067914,0.0008324267709047274,2.4772825781838037e-06,0.06537456810474396,-5.594986578216776e-05,0.0040633054450154305,135.99917763157896,-193.1348876953125,6662.99169921875,191.9258575439453,2216.027099609375,-2.9155447483062744,326.1622314453125,0.6355301737785339,160.2100372314453,9.582677841186523,132.98500061035156,-8.027685165405273,105.959716796875,-5.635617256164551,73.18526458740234,-2.4343535900115967,69.18437194824219,-9.736358642578125,80.29059600830078,-11.762890815734863,102.58639526367188,-8.563562393188477,85.11209106445312,-5.238722324371338,70.6771011352539,-5.227392673492432,51.571250915527344,-5.731447696685791,48.5767707824707,-5.569135665893555,69.27452087402344,-5.873583793640137,65.59739685058594,-4.736004829406738,67.11837768554688,-1.79079008102417,70.36759185791016,-2.343029260635376,64.2031021118164,-5.578114986419678,70.56430053710938
./adl-piano-wav/Classical/Classical/Leif Ove Andsnes/Mazurka No 10 in B flat Op 17 No 1.wav,0.2662971019744873,0.08765602856874466,0.3363392651081085,0.020095432177186012,663.9585973803986,22366.16520861652,724.0935603832556,67995.30644488937,1046.9363659482403,71925.18296259576,0.03991021498574851,8.304583908563045e-05,-0.00010540754010435194,0.11882908642292023,-0.0003633805026765913,0.003576002549380064,129.19921875,-166.1055450439453,5128.87890625,195.60513305664062,656.4667358398438,0.3961475193500519,458.2171630859375,0.06675603985786438,162.33807373046875,3.759962558746338,108.6174545288086,-10.915435791015625,156.55386352539062,-13.968809127807617,104.79298400878906,-9.433837890625,106.43221282958984,-12.80355453491211,103.0832748413086,-13.22551441192627,128.62168884277344,-11.448529243469238,93.5233154296875,-8.548102378845215,70.62059783935547,-6.880367755889893,65.53285217285156,-6.284891128540039,66.29981994628906,-5.35100793838501,94.03667449951172,-3.3432528972625732,93.36644744873047,-1.7825698852539062,62.25246810913086,-1.206874132156372,66.13213348388672,-3.7827112674713135,82.38899230957031,-4.959706783294678,99.15823364257812
